item_id,name,description,functionDes
60761,一级强化黑宝石,速度：150                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60762,二级强化黑宝石,速度：200                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60763,三级强化黑宝石,速度：250                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60764,四级强化黑宝石,速度：300                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60765,五级强化黑宝石,速度：350                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60766,六级强化黑宝石,速度：400                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60767,七级强化黑宝石,速度：450                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60768,八级强化黑宝石,速度：500                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60769,九级强化黑宝石,速度：550                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60770,十级强化黑宝石,速度：600                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60771,一级强化光芒石,生命：1500                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60772,二级强化光芒石,生命：2000                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60773,三级强化光芒石,生命：2500                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60774,四级强化光芒石,生命：3000                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60775,五级强化光芒石,生命：3500                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60776,六级强化光芒石,生命：4000                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60777,七级强化光芒石,生命：4500                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60778,八级强化光芒石,生命：5000                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60779,九级强化光芒石,生命：5500                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60780,十级强化光芒石,生命：6000                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60781,一级强化蓝宝石,魔法：1000                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60782,二级强化蓝宝石,魔法：1200                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60783,三级强化蓝宝石,魔法：1400                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60784,四级强化蓝宝石,魔法：1600                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60785,五级强化蓝宝石,魔法：1800                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60786,六级强化蓝宝石,魔法：2000                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60787,七级强化蓝宝石,魔法：2200                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60788,八级强化蓝宝石,魔法：2500                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60789,九级强化蓝宝石,魔法：3000                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60790,十级强化蓝宝石,魔法：3500                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60801,一级无瑕太阳石,攻击：108                         镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60802,二级无瑕太阳石,攻击：158                         镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60803,三级无瑕太阳石,攻击：208                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60804,四级无瑕太阳石,攻击：258                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60805,五级无瑕太阳石,攻击：308                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60806,六级无瑕太阳石,攻击：358                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60807,七级无瑕太阳石,攻击：408                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60808,八级无瑕太阳石,攻击：458                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60809,九级无瑕太阳石,攻击：508                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60810,十级无瑕太阳石,攻击：608                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60811,一级无瑕月亮石,防御：138                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60812,二级无瑕月亮石,防御：188                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60813,三级无瑕月亮石,防御：238                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60814,四级无瑕月亮石,防御：288                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60815,五级无瑕月亮石,防御：338                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60816,六级无瑕月亮石,防御：388                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60817,七级无瑕月亮石,防御：438                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60818,八级无瑕月亮石,防御：488                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60819,九级无瑕月亮石,防御：538                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60820,十级无瑕月亮石,防御：638                        镶嵌部位：衣服、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60821,一级无瑕玛瑙石,命中：300                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60822,二级无瑕玛瑙石,命中：380                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60823,三级无瑕玛瑙石,命中：460                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60824,四级无瑕玛瑙石,命中：540                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60825,五级无瑕玛瑙石,命中：620                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60826,六级无瑕玛瑙石,命中：700                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60827,七级无瑕玛瑙石,命中：780                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60828,八级无瑕玛瑙石,命中：860                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60829,九级无瑕玛瑙石,命中：940                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60830,十级无瑕玛瑙石,命中：1100                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60831,一级无瑕神秘石,闪避：260                            镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60832,二级无瑕神秘石,闪避：320                           镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60833,三级无瑕神秘石,闪避：380                           镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60834,四级无瑕神秘石,闪避：440                           镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60835,五级无瑕神秘石,闪避：500                           镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60836,六级无瑕神秘石,闪避：560                          镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60837,七级无瑕神秘石,闪避：620                          镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60838,八级无瑕神秘石,闪避：680                          镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60839,九级无瑕神秘石,闪避：740                          镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60840,十级无瑕神秘石,闪避：860                          镶嵌部位：鞋子、武器,在京城“铁匠铺”处可以进行宝石镶嵌。
60841,一级无瑕舍利子,灵力：108                        镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60842,二级无瑕舍利子,灵力：158                         镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60843,三级无瑕舍利子,灵力：208                        镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60844,四级无瑕舍利子,灵力：258                           镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60845,五级无瑕舍利子,灵力：308                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60846,六级无瑕舍利子,灵力：358                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60847,七级无瑕舍利子,灵力：408                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60848,八级无瑕舍利子,灵力：458                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60849,九级无瑕舍利子,灵力：508                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60850,十级无瑕舍利子,灵力：608                          镶嵌部位：项链、衣服,在京城“铁匠铺”处可以进行宝石镶嵌。
60851,一级无瑕黑宝石,速度：88                        镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60852,二级无瑕黑宝石,速度：128                         镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60853,三级无瑕黑宝石,速度：168                        镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60854,四级无瑕黑宝石,速度：208                           镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60855,五级无瑕黑宝石,速度：248                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60856,六级无瑕黑宝石,速度：288                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60857,七级无瑕黑宝石,速度：328                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60858,八级无瑕黑宝石,速度：368                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60859,九级无瑕黑宝石,速度：408                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60860,十级无瑕黑宝石,速度：488                          镶嵌部位：鞋子、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60861,一级无瑕光芒石,生命：1088                        镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60862,二级无瑕光芒石,生命：1488                         镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60863,三级无瑕光芒石,生命：1888                        镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60864,四级无瑕光芒石,生命：2288                           镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60865,五级无瑕光芒石,生命：2688                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60866,六级无瑕光芒石,生命：3088                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60867,七级无瑕光芒石,生命：3488                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60868,八级无瑕光芒石,生命：3888                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60869,九级无瑕光芒石,生命：4288                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60870,十级无瑕光芒石,生命：5088                          镶嵌部位：衣服、腰带,在京城“铁匠铺”处可以进行宝石镶嵌。
60871,一级无瑕蓝宝石,魔法：888                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60872,二级无瑕蓝宝石,魔法：1088                         镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60873,三级无瑕蓝宝石,魔法：1288                        镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60874,四级无瑕蓝宝石,魔法：1488                           镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60875,五级无瑕蓝宝石,魔法：1688                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60876,六级无瑕蓝宝石,魔法：1888                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60877,七级无瑕蓝宝石,魔法：2088                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60878,八级无瑕蓝宝石,魔法：2288                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60879,九级无瑕蓝宝石,魔法：2488                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60880,十级无瑕蓝宝石,魔法：2888                          镶嵌部位：武器、头盔,在京城“铁匠铺”处可以进行宝石镶嵌。
60900,纯阳·二级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由一级提升至二级。
60901,纯阳·三级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由二级提升至三级。
60902,纯阳·四级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由三级提升至四级。
60903,纯阳·五级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由四级提升至五级。
60904,炼气·二级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由一级提升至二级。
60905,炼气·三级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由二级提升至三级。
60906,炼气·四级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由三级提升至四级。
60907,炼气·五级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由四级提升至五级。
60908,聚元·二级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由一级提升至二级。
60909,聚元·三级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由二级提升至三级。
60910,聚元·四级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由三级提升至四级。
60911,聚元·五级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由四级提升至五级。
60912,玄石·二级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由一级提升至二级。
60913,玄石·三级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由二级提升至三级。
60914,玄石·四级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由三级提升至四级。
60915,玄石·五级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由四级提升至五级。
60916,神脉·二级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由一级提升至二级。
60917,神脉·三级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由二级提升至三级。
60918,神脉·四级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由三级提升至四级。
60919,神脉·五级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由四级提升至五级。
60920,纯阳·二级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由一级提升至二级。
60921,纯阳·三级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由二级提升至三级。
60922,纯阳·四级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由三级提升至四级。
60923,纯阳·五级灵丹,强身密药，能提升召唤兽“正一纯阳功”类招式等级。,在宝石商人处可将召唤兽“正一纯阳功”类招式由四级提升至五级。
60924,炼气·二级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由一级提升至二级。
60925,炼气·三级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由二级提升至三级。
60926,炼气·四级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由三级提升至四级。
60927,炼气·五级灵丹,强身密药，能提升召唤兽“太乙炼气功”类招式等级。,在宝石商人处可将召唤兽“太乙炼气功”类招式由四级提升至五级。
60928,聚元·二级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由一级提升至二级。
60929,聚元·三级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由二级提升至三级。
60930,聚元·四级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由三级提升至四级。
60931,聚元·五级灵丹,强身密药，能提升召唤兽“聚元功”类招式等级。,在宝石商人处可将召唤兽“聚元功”类招式由四级提升至五级。
60932,玄石·二级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由一级提升至二级。
60933,玄石·三级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由二级提升至三级。
60934,玄石·四级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由三级提升至四级。
60935,玄石·五级灵丹,强身密药，能提升召唤兽“玄石功”类招式等级。,在宝石商人处可将召唤兽“玄石功”类招式由四级提升至五级。
60936,神脉·二级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由一级提升至二级。
60937,神脉·三级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由二级提升至三级。
60938,神脉·四级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由三级提升至四级。
60939,神脉·五级灵丹,强身密药，能提升召唤兽“神脉诀”类招式等级。,在宝石商人处可将召唤兽“神脉诀”类招式由四级提升至五级。
60940,暗夜,"通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手",右键点击装备。
60941,暗夜,"通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手",右键点击装备。
60942,暗夜,"通体乌黑,极细的枪尖无形中直抵咽喉,如暗夜中引魂之手",右键点击装备。
60943,梨花,"锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流",右键点击装备。
60944,梨花,"锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流",右键点击装备。
60945,梨花,"锋刃五裂似梨花绽放,粉红的枪缨银白的枪,尽显潇洒风流",右键点击装备。
60946,霹雳,以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳,右键点击装备。
60947,霹雳,以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳,右键点击装备。
60948,霹雳,以万古溶岩之火锤炼，枪杆似古树盘结，枪尖似雷霆霹雳,右键点击装备。
60949,刑天之逆,刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。,右键点击装备。
60950,刑天之逆,刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。,右键点击装备。
60951,刑天之逆,刑天应劫而出，劫分天兵火水土，此即为其应兵劫之武器。形长两丈，刃如月牙，锋似寒星，身雕百龙蟠纹，挥舞直欲搅碎银汉，号为枪中霸君。,右键点击装备。
60952,五虎断魂,出如虎奔，刺如虎爪，扫如虎尾，锁如虎噬，声如虎啸；使敌魂断胆破，不战自溃，谓之“五虎断魂”，有枪中王者之气。,右键点击装备。
60953,五虎断魂,出如虎奔，刺如虎爪，扫如虎尾，锁如虎噬，声如虎啸；使敌魂断胆破，不战自溃，谓之“五虎断魂”，有枪中王者之气。,右键点击装备。
60954,五虎断魂,出如虎奔，刺如虎爪，扫如虎尾，锁如虎噬，声如虎啸；使敌魂断胆破，不战自溃，谓之“五虎断魂”，有枪中王者之气。,右键点击装备。
60955,飞龙在天,曾为文殊菩萨降妖密宝，如今幻化为一杆金龙宝枪。此枪掷出可化为飞龙，从万丈高空俯冲而下，撕碎敌人。,右键点击装备。
60956,飞龙在天,曾为文殊菩萨降妖密宝，如今幻化为一杆金龙宝枪。此枪掷出可化为飞龙，从万丈高空俯冲而下，撕碎敌人。,右键点击装备。
60957,飞龙在天,曾为文殊菩萨降妖密宝，如今幻化为一杆金龙宝枪。此枪掷出可化为飞龙，从万丈高空俯冲而下，撕碎敌人。,右键点击装备。
60958,太极,包容太极于其内，博采天地之灵气,右键点击装备。
60959,太极,包容太极于其内，博采天地之灵气,右键点击装备。
60960,太极,包容太极于其内，博采天地之灵气,右键点击装备。
60961,玉龙,白玉制的扇骨，优雅灵巧，似白龙出海,右键点击装备。
60962,玉龙,白玉制的扇骨，优雅灵巧，似白龙出海,右键点击装备。
60963,玉龙,白玉制的扇骨，优雅灵巧，似白龙出海,右键点击装备。
60964,秋风,一纸折扇，荡平天下事，一缕秋风，吹尽凡尘心,右键点击装备。
60965,秋风,一纸折扇，荡平天下事，一缕秋风，吹尽凡尘心,右键点击装备。
60966,秋风,一纸折扇，荡平天下事，一缕秋风，吹尽凡尘心,右键点击装备。
60967,画龙点睛,画龙点睛本是一把普通的折扇，只因张僧繇画神龙于上，并点其睛，挥动时则隐有风雷之声、云雨之气，展开更有神龙奔出。,右键点击装备。
60968,画龙点睛,画龙点睛本是一把普通的折扇，只因张僧繇画神龙于上，并点其睛，挥动时则隐有风雷之声、云雨之气，展开更有神龙奔出。,右键点击装备。
60969,画龙点睛,画龙点睛本是一把普通的折扇，只因张僧繇画神龙于上，并点其睛，挥动时则隐有风雷之声、云雨之气，展开更有神龙奔出。,右键点击装备。
60970,秋水人家,扇面上所画《秋水人家图》出神入化，栩栩如生；展扇更可进入其中，游山玩水，身临其境。其中定有道家仙法无疑。,右键点击装备。
60971,秋水人家,扇面上所画《秋水人家图》出神入化，栩栩如生；展扇更可进入其中，游山玩水，身临其境。其中定有道家仙法无疑。,右键点击装备。
60972,秋水人家,扇面上所画《秋水人家图》出神入化，栩栩如生；展扇更可进入其中，游山玩水，身临其境。其中定有道家仙法无疑。,右键点击装备。
60973,逍遥江湖,持此扇行走江湖，可预先知晓福祸吉凶。据说是钦天监台正先生袁天罡书奇门妙法于其上，方使此扇有逍遥美名。,右键点击装备。
60974,逍遥江湖,持此扇行走江湖，可预先知晓福祸吉凶。据说是钦天监台正先生袁天罡书奇门妙法于其上，方使此扇有逍遥美名。,右键点击装备。
60975,逍遥江湖,持此扇行走江湖，可预先知晓福祸吉凶。据说是钦天监台正先生袁天罡书奇门妙法于其上，方使此扇有逍遥美名。,右键点击装备。
60976,盘龙,身若九曲盘龙，口吞八卦金珠,右键点击装备。
60977,盘龙,身若九曲盘龙，口吞八卦金珠,右键点击装备。
60978,盘龙,身若九曲盘龙，口吞八卦金珠,右键点击装备。
60979,降魔玉杵,乃一块绝世好玉雕刻而成，杵头刻有仙家符咒。拿在手中，轻如鸿毛，打在人身，重如泰山。,右键点击装备。
60980,降魔玉杵,乃一块绝世好玉雕刻而成，杵头刻有仙家符咒。拿在手中，轻如鸿毛，打在人身，重如泰山。,右键点击装备。
60981,降魔玉杵,乃一块绝世好玉雕刻而成，杵头刻有仙家符咒。拿在手中，轻如鸿毛，打在人身，重如泰山。,右键点击装备。
60982,青藤玉树,翡翠藤蔓缠绕于碧玉树干之上，光芒石所雕的鲜花正怒放枝头；它是完美的艺术品，更是仙家妙宝、除魔利器。,右键点击装备。
60983,青藤玉树,翡翠藤蔓缠绕于碧玉树干之上，光芒石所雕的鲜花正怒放枝头；它是完美的艺术品，更是仙家妙宝、除魔利器。,右键点击装备。
60984,青藤玉树,翡翠藤蔓缠绕于碧玉树干之上，光芒石所雕的鲜花正怒放枝头；它是完美的艺术品，更是仙家妙宝、除魔利器。,右键点击装备。
60985,墨玉骷髅,魔棒上镶嵌着一个刻画精美的墨水晶骷髅，流露出神秘的死亡气息，似乎与地府有很深的渊源。,右键点击装备。
60986,墨玉骷髅,魔棒上镶嵌着一个刻画精美的墨水晶骷髅，流露出神秘的死亡气息，似乎与地府有很深的渊源。,右键点击装备。
60987,墨玉骷髅,魔棒上镶嵌着一个刻画精美的墨水晶骷髅，流露出神秘的死亡气息，似乎与地府有很深的渊源。,右键点击装备。
60988,撕天,天如幕，白光起，破九重天,右键点击装备。
60989,撕天,天如幕，白光起，破九重天,右键点击装备。
60990,撕天,天如幕，白光起，破九重天,右键点击装备。
60991,毒牙,恐惧，只有经历无尽虚空中袭来的毒牙才知其真意,右键点击装备。
60992,毒牙,恐惧，只有经历无尽虚空中袭来的毒牙才知其真意,右键点击装备。
60993,毒牙,恐惧，只有经历无尽虚空中袭来的毒牙才知其真意,右键点击装备。
60994,胭脂,血红的颜色，胭脂的香气，将缤纷的灵魂凝结为黑白,右键点击装备。
60995,胭脂,血红的颜色，胭脂的香气，将缤纷的灵魂凝结为黑白,右键点击装备。
60996,胭脂,血红的颜色，胭脂的香气，将缤纷的灵魂凝结为黑白,右键点击装备。
60997,九阴勾魂,爪有九刺，阴寒冷酷，破颅勾魂，使正道名门闻之色变。为地藏王所得，将要销毁，不知何人盗出，又重现江湖。,右键点击装备。
60998,九阴勾魂,爪有九刺，阴寒冷酷，破颅勾魂，使正道名门闻之色变。为地藏王所得，将要销毁，不知何人盗出，又重现江湖。,右键点击装备。
60999,九阴勾魂,爪有九刺，阴寒冷酷，破颅勾魂，使正道名门闻之色变。为地藏王所得，将要销毁，不知何人盗出，又重现江湖。,右键点击装备。
61012,人参果,改变人体结构的灵丹。,右键点击使用：使用后返回2点已分配的力量点。
61013,人参果,改变人体结构的灵丹。,右键点击使用：使用后返回2点已分配的体质点。
61014,人参果,改变人体结构的灵丹。,右键点击使用：使用后返回2点已分配的耐力点。
